Title,Best Picture,Prod Company,Year,imdbRating,Popularity,Rated_APPROVED,Rated_G,Rated_PG,Rated_PG-13,Rated_R,Rated_UNRATED,Release_Date_01,Release_Date_02,Release_Date_03,Release_Date_04,Release_Date_05,Release_Date_06,Release_Date_07,Release_Date_08,Release_Date_09,Release_Date_10,Release_Date_11,Release_Date_12,Revenue,Budget,Runtime,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Film-Noir,Genre_History,Genre_Horror,Genre_Music,Genre_Musical,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Short,Genre_Sport,Genre_Thriller,Genre_War,Genre_Western,Best Actor,Best Actress,Best Director,Best Supporting Actor,Best Supporting Actress
Ordinary People,1,"Ronald L. Schwary, Producer",1980,7.8,7.461,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6000000,124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0
Raging Bull,0,"Irwin Winkler and Robert Chartoff, Producers",1980,8.2,10.936,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,23000000,18000000,129,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0.0
Tess,0,"Claude Berri, Producer; Timothy Burrill, Co-Producer",1980,7.3,7.688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,171,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Atlantic City,0,"Denis Heroux and John Kemeny, Producers",1981,7.4,4.948,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,12729675,7200000,104,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Chariots of Fire,1,"David Puttnam, Producer",1981,7.2,7.854,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58972904,5500000,123,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
On Golden Pond,0,"Bruce Gilbert, Producer",1981,7.7,6.287999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19255967,0,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0
Raiders of the Lost Ark,0,"Frank Marshall, Producer",1981,8.5,25.633000000000003,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,389925971,18000000,115,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Reds,0,"Warren Beatty, Producer",1981,7.4,5.905,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40382659,32000000,195,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,1.0
E.T. The Extra-Terrestrial,0,"Steven Spielberg and Kathleen Kennedy, Producers",1982,7.9,21.267,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,792965326,10500000,115,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Gandhi,1,"Richard Attenborough, Producer",1982,8.1,14.773,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77737889,22000000,191,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
Missing,0,"Edward Lewis and Mildred Lewis, Producers",1982,7.8,5.978,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14000000,0,122,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tootsie,0,"Sydney Pollack and Dick Richards, Producers",1982,7.4,7.809,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,177200000,21000000,116,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
The Verdict,0,"Richard D. Zanuck and David Brown, Producers",1982,7.8,8.318999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,53977250,16000000,129,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Big Chill,0,"Michael Shamberg, Producer",1983,7.2,6.558,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,105,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Dresser,0,"Peter Yates, Producer",1983,7.7,1.286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Right Stuff,0,"Irwin Winkler and Robert Chartoff, Producers",1983,7.9,8.486,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21500000,27000000,193,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Tender Mercies,0,"Philip S. Hobel, Producer",1983,7.4,2.99,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Terms of Endearment,1,"James L. Brooks, Producer",1983,7.4,7.401,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8000000,132,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,1.0,1.0,0.0
Amadeus,1,"Saul Zaentz, Producer",1984,8.3,13.039000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,51973029,18000000,160,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
The Killing Fields,0,"David Puttnam, Producer",1984,7.9,7.042999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,34700291,14400000,141,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,1.0,0.0
A Passage to India,0,"John Brabourne and Richard Goodwin, Producers",1984,7.4,6.766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27187653,8000000,163,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Places in the Heart,0,"Arlene Donovan, Producer",1984,7.4,4.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
A Soldier's Story,0,"Norman Jewison, Ronald L. Schwary and Patrick Palmer, Producers",1984,7.2,4.111000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21821347,6000000,101,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Color Purple,0,"Steven Spielberg, Kathleen Kennedy, Frank Marshall and Quincy Jones, Producers",1985,7.8,8.424,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,146292009,15000000,154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Kiss of the Spider Woman,0,"David Weisman, Producer",1985,7.4,4.9030000000000005,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Out of Africa,1,"Sydney Pollack, Producer",1985,7.2,7.63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,128499205,31000000,161,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Prizzi's Honor,0,"John Foreman, Producer",1985,6.8,7.239,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,26657534,0,124,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Witness,0,"Edward S. Feldman, Producer",1985,7.4,7.515,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,68706993,12000000,113,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Children of a Lesser God,0,"Burt Sugarman and Patrick Palmer, Producers",1986,7.2,6.905,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,31853080,0,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Hannah and Her Sisters,0,"Robert Greenhut, Producer",1986,7.9,11.675999999999998,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40084041,6400000,107,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,1.0
The Mission,0,"Fernando Ghia and David Puttnam, Producers",1986,7.5,7.074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17218023,24500000,126,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Platoon,1,"Arnold Kopelson, Producer",1986,8.1,13.081,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,138530565,6000000,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
A Room with a View,0,"Ismail Merchant, Producer",1986,7.4,7.391,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,20966644,3000000,117,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Broadcast News,0,"James L. Brooks, Producer",1987,7.2,5.95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,51249404,20000000,133,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Fatal Attraction,0,"Stanley R. Jaffe and Sherry Lansing, Producers",1987,6.9,11.56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,320145693,14000000,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Hope and Glory,0,"John Boorman, Producer",1987,7.4,2.995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,113,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Last Emperor,1,"Jeremy Thomas, Producer",1987,7.8,10.380999999999998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,43984230,23000000,163,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Moonstruck,0,"Patrick Palmer and Norman Jewison, Producers",1987,7.1,9.935,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,80640528,0,102,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0
The Accidental Tourist,0,"Lawrence Kasdan, Charles Okun and Michael Grillo, Producers",1988,6.8,4.859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,121,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
Dangerous Liaisons,0,"Norma Heyman and Hank Moonjean, Producers",1988,7.6,7.489,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34670720,14000000,119,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Mississippi Burning,0,"Frederick Zollo and Robert F. Colesberry, Producers",1988,7.8,8.551,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34604000,15000000,128,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Rain Man,1,"Mark Johnson, Producer",1988,8.0,15.23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,412800000,25000000,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
Working Girl,0,"Douglas Wick, Producer",1988,6.8,8.749,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,103173635,28000000,114,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Born on the Fourth of July,0,"A. Kitman Ho and Oliver Stone, Producers",1989,7.2,10.838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,161001698,14000000,145,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
Dead Poets Society,0,"Steven Haft, Paul Junger Witt and Tony Thomas, Producers",1989,8.1,16.914,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,235860116,16400000,128,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Driving Miss Daisy,1,"Richard D. Zanuck and Lili Fini Zanuck, Producers",1989,7.4,11.777000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,145793296,7500000,99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Field of Dreams,0,"Lawrence Gordon and Charles Gordon, Producers",1989,7.5,11.847000000000001,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,84431625,0,107,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
My Left Foot,0,"Noel Pearson, Producer",1989,7.9,8.926,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14743391,645180,103,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0
Awakenings,0,"Walter F. Parkes and Lawrence Lasker, Producers",1990,7.8,15.392000000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52096475,0,120,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Dances With Wolves,1,"Jim Wilson and Kevin Costner, Producers",1990,8.0,16.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,424208848,22000000,181,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,0.0,0.0
Ghost,0,"Lisa Weinstein, Producer",1990,7.0,13.86,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,505000000,22000000,127,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0
"The Godfather, Part III",0,"Francis Ford Coppola, Producer",1990,7.6,15.661,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,136766062,54000000,162,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Good Fellas,0,"Irwin Winkler, Producer",1990,0.0,11.853,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2500000,927262,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
Beauty and the Beast,0,"Don Hahn, Producer",1991,8.0,21.628,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,377350553,25000000,84,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Bugsy,0,"Mark Johnson, Barry Levinson and Warren Beatty, Producers",1991,6.8,6.425,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,49114016,30000000,134,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
JFK,0,"A. Kitman Ho and Oliver Stone, Producers",1991,8.0,8.839,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,205405498,40000000,189,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
The Prince of Tides,0,"Barbra Streisand and Andrew Karsch, Producers",1991,6.7,6.093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,74787599,30000000,132,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Silence of the Lambs,1,"Edward Saxon, Kenneth Utt and Ron Bozman, Producers",1991,8.6,3.9419999999999997,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,272742922,19000000,119,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.0,1.0,1.0,0.0,0.0
The Crying Game,0,"Stephen Woolley, Producer",1992,7.3,7.564,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,62548947,3705538,112,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
A Few Good Men,0,"David Brown, Rob Reiner and Andrew Scheinman, Producers",1992,7.7,10.863,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,243240178,40000000,138,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
Howards End,0,"Ismail Merchant, Producer",1992,7.5,8.043,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26126837,0,140,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
Scent of a Woman,0,"Martin Brest, Producer",1992,8.0,9.954,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,134095253,31000000,157,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
Unforgiven,1,"Clint Eastwood, Producer",1992,8.2,16.236,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,159157447,14000000,131,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,0.0
The Fugitive,0,"Arnold Kopelson, Producer",1993,7.8,12.165,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,368875760,44000000,131,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,1.0,0.0
In the Name of the Father,0,"Jim Sheridan, Producer",1993,8.1,10.367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,65796862,13000000,133,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Piano,0,"Jan Chapman, Producer",1993,7.6,8.411,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,116700000,7000000,121,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,1.0
The Remains of the Day,0,"Mike Nichols, John Calley and Ismail Merchant, Producers",1993,7.9,6.127999999999999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23237911,11500000,134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Schindler's List,1,"Steven Spielberg, Gerald R. Molen and Branko Lustig, Producers",1993,8.9,30.191,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,321365567,22000000,195,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Forrest Gump,1,"Wendy Finerman, Steve Tisch and Steve Starkey, Producers",1994,8.8,29.936,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,677945399,55000000,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,1.0,0.0,0.0
Four Weddings and a Funeral,0,"Duncan Kenworthy, Producer",1994,7.1,12.887,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,254700832,6000000,117,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pulp Fiction,0,"Lawrence Bender, Producer",1994,8.9,28.313000000000002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,213928762,8000000,154,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Quiz Show,0,"Robert Redford, Michael Jacobs, Julian Krainin and Michael Nozik, Producers",1994,7.5,7.277,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,133,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The Shawshank Redemption,0,"Niki Marvin, Producer",1994,9.3,30.156999999999996,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,28341469,25000000,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Apollo 13,0,"Brian Grazer, Producer",1995,7.6,19.403,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,355237933,52000000,140,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Babe,0,"George Miller, Doug Mitchell and Bill Miller, Producers",1995,6.8,11.437000000000001,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,254134910,30000000,89,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Braveheart,1,"Mel Gibson, Alan Ladd, Jr. and Bruce Davey, Producers",1995,8.4,19.06,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,210000000,72000000,177,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,0.0,0.0
Sense and Sensibility,0,"Lindsay Doran, Producer",1995,7.7,9.772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,134582776,16000000,136,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
The English Patient,1,"Saul Zaentz, Producer",1996,7.4,19.982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,231976425,27000000,162,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0.0,1.0,0.0,1.0
Fargo,0,"Ethan Coen, Producer",1996,8.1,12.407,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,60611975,7000000,98,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0
Jerry Maguire,0,"James L. Brooks, Laurence Mark, Richard Sakai and Cameron Crowe, Producers",1996,7.3,10.312999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,273552592,50000000,139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,1.0,0.0
Secrets & Lies,0,"Simon Channing-Williams, Producer",1996,5.2,6.641,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,13417292,4500000,142,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Shine,0,"Jane Scott, Producer",1996,7.7,6.485,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,35892330,5500000,105,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0
As Good as It Gets,0,"James L. Brooks, Bridget Johnson and Kristi Zea, Producers",1997,7.7,13.432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,314178011,50000000,139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,0.0,0.0,0.0
The Full Monty,0,"Uberto Pasolini, Producer",1997,7.2,9.346,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,257850122,3500000,91,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Good Will Hunting,0,"Lawrence Bender, Producer",1997,8.3,16.039,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,225933435,10000000,127,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0
L.A. Confidential,0,"Arnon Milchan, Curtis Hanson and Michael Nathanson, Producers",1997,8.3,12.892000000000001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,126216940,35000000,138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,1.0
Titanic,1,"James Cameron and Jon Landau, Producers",1997,7.8,26.375,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1845034188,200000000,194,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0
Elizabeth,0,"Alison Owen, Eric Fellner and Tim Bevan, Producers",1998,7.5,8.856,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,82150642,30000000,124,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Life Is Beautiful,0,"Elda Ferri and Gianluigi Braschi, Producers",1998,8.6,16.758,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229400000,20000000,116,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,0.0,0.0,0.0,0.0
